id,name,addr,city,ctry,code
497,ORICLE DESIGNS LTD,24 HOLBORN VIADUCT ,LONDON,UK,EC1A 2BN
498,ORIEN ASSOCIATES LTD,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
499,OTS CORPORATION LTD,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
500,OTT CONSULTANTS LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
501,OUTCODE LTD,34 NEW HOUSE 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
502,P7WBB LIMITED,GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
503,PARALLAX SOLUTIONS LTD,270 DANCE SQUARE ,LONDON,UK,EC1V 3AN
504,PAUL COOPER ASSOCIATES LIMITED,GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
505,PC IT SOLUTIONS LIMITED,2ND FLOOR 145-157 ST JOHN STREET,LONDON,UK,EC1V 4PY
506,PEAKWAVE LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
507,PEAMEW DIGITAL LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
508,PEERIUS LTD,PRINCE CONSORT HOUSE 109-111 FARRINGDON ROAD,LONDON,UK,EC1R 3BW
509,PELASGUS LIMITED,3RD FLOOR 28 ELY PLACE,LONDON,UK,EC1N 6TD
510,PERHAM UK LTD,UNIT2 5 BALDWIN STREET,LONDON,UK,EC1V 9NU
511,PERSONAL 24 LIMITED,3RD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
512,PETER DIVOS CONSULTING LIMITED,HOXTON MIX 86-90 PAUL ST,LONDON,UK,EC1N 8JY
513,PHMUSEUM LTD,"INTERNATIONAL HOUSE, 24 HOLBORN VIADUCT HOLBORN VIADUCT",LONDON,UK,EC1A 2BN
514,PINEMARTEN EDUCATION LTD,KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
515,PINETEC LIMITED,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
516,PIPSKI LIMITED,C/O GOLDER BAQA GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
517,PIXELRIGHTS LIMITED,27-31 CLERKENWELL CLOSE ,LONDON,UK,EC1R 0AT
518,PIXSENS LTD,160 CITY ROAD KEMP HOUSE,LONDON,UK,EC1V 2NX
519,PLANETARY VISIONS LIMITED,52 KINGSWAY PLACE SANS WALK,LONDON,UK,EC1R 0LU
520,PLATFI LTD,345 OLD STREET ,LONDON,UK,EC1V 9LL
521,PLATINUM BLUE LIMITED,1-3 DUFFERIN STREET ,LONDON,UK,EC1Y 8NA
522,POMEGRANATE HEALTH LTD,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
523,POSSIBLE POINT PRIVATE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
524,POST &  PLACE (UK) LTD,359 GOSWELL ROAD ,LONDON,UK,EC1V 7JL
525,PRAMATI TECHNOLOGIES EUROPE LIMITED,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
526,PROCYON STUDIOS LIMITED,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
527,PRODAPT (UK) LIMITED,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
528,PRODATA TECHNOLOGY LIMITED,CAPITAL OFFICE 152 CITY ROAD,LONDON,UK,EC1V 2NX
529,PRODEMIC LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
530,PROFIMO LTD,"KEMP HOUSE, 152-160 CITY ROAD CITY ROAD",LONDON,UK,EC1V 2NX
531,PROGRAMMATIC.LY LIMITED,DYNAMIS HOUSE 6-8 SYCAMORE STREET,LONDON,UK,EC1Y 0SW
532,PROMAST TECHNOLOGY LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
533,PROXIMA WEB LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
534,QLMIETO LTD,31B ADEYFIELD HOUSE CRANWOOD STREET,LONDON,UK,EC1V 9PD
535,QUCONT LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
536,QUEST TECHNOLOGIES (LONDON) LIMITED,195 WHITECROSS STREET,LONDON,UK,EC1Y 8QP
537,QUINTAIN TECHNOLOGY SOLUTIONS LIMITED,3RD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
538,RANK-1 (SOUTH) LIMITED,30 CITY ROAD ,LONDON,UK,EC1Y 2AB
539,RANKERS LIMITED,SUITE 1A 1 LINDSEY STREET,LONDON,UK,EC1A 9HP
540,RAPPIDLY LTD,2ND FLOOR 197 CITY ROAD,LONDON,UK,EC1V 1JN
541,RCS (CAD) LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
542,REAL DATACENTRES (EMEA) LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
543,REALITY HITS LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
544,RED PANDA MEDIA LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
545,RED RAINBOWS LTD,OFFICE 36 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PG
546,REDHAT IT LTD,80 - 83 LONG LANE,LONDON,UK,EC1A 9ET
547,REDSTONE DATA SOLUTIONS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
548,REGIUM CONSULTING LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
549,REVERSE DELTA LIMITED,KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
550,RIVERSIDE COMPUTING SOLUTIONS LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
551,RJM.IT LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
552,RM &  JT CONSULTING LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
553,ROAD TO WORK LIMITED,1892 BUILDING 47 KINGSWAY PLACE,LONDON,UK,EC1R 0LU
554,ROBUCODE LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
555,ROKK3R LABS EMEA LTD,GROUND FLOOR WHITE BEAR YARD 144A CLERKENWELL ROAD,LONDON,UK,EC1R 5DF
556,"ROOKA, LTD",KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
557,ROOM ONE DESIGN LIMITED,12-14 BERRY STREET CLERKENWELL,LONDON,UK,EC1V 0AU
558,ROOM ONE DIGITAL LIMITED,12-14 BERRY STREET CLERKENWELL,LONDON,UK,EC1V 0AU
559,ROSAMAN LTD.,3RD FLOOR 49 FARRINGDON ROAD,LONDON,UK,EC1M 3JP
560,ROSENDAHL CONCEPTKIOSK LTD,17-18 AYLESBURY STREET ,LONDON,UK,EC1R 0DB
561,RPM DIGITAL LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
562,RTS (RESEARCH &  TECHNOLOGY SOLUTIONS) LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
563,RUMMBLE LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
564,SAAIMO LTD,"KEMP HOUSE, 152-160 CITY ROAD",LONDON,UK,EC1V 2NX
565,SAHY INTERNATIONAL MANAGEMENT LTD,KEMP HOUSE 152 - 160 CITY ROAD,LONDON,UK,EC1V 2NX
566,SATCHCORP LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
567,SAVVY EYE MEDIA LIMITED,11 AMWELL STREET ,LONDON,UK,EC1R 1UL
568,SAVWIRE LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
569,SCHOOLS MATTER PARTNERS LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N8PN
570,SEARCH MAGNET MARKETING LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
571,SECONDBYTE MICROS LTD,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
572,SECURE GLOBAL TECHNOLOGIES LTD,DIRECT ACCOUNTANTS UK LIMITED WHITECROSS STREET 137-139,LONDON,UK,EC1Y 8JL
573,SECURITY HEADS LIMITED,THIRD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
574,SECURYS LIMITED,2ND FLOOR 197 CITY ROAD,LONDON,UK,EC1V 1JN
575,SEFRICAN LIMITED,1 BAKER'S ROW ,LONDON,UK,EC1R 3DB
576,SERVICE4SERVER LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
577,SHARK DIGITAL CONSULTANCY LTD,4TH FLOOR CLERK'S WELL HOUSE 20 BRITTON STREET,LONDON,UK,EC1M 5UA
578,SHARK HOSTING LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
579,SHARK TANK LIMITED,CLERKS COURT 5TH FLOOR 18-20 FARRINGDON LANE,LONDON,UK,EC1R 3AU
580,SHARP DIGITAL ASSEMBLY LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
581,SHEERIE LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
582,SHINY IDEAS LTD,231 ROSDEN HOUSE 372 OLD STREET,LONDON,UK,EC1V 9AU
583,SHUFFZCO LIMITED,130 OLD STREET ,LONDON,UK,EC1V 9BD
584,SIENTECH LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
585,SIGMA VENTURES LIMITED,2ND FLOOR 145-157 ST.JOHN STREET,LONDON,UK,EC1V 4PY
586,SILVERLAKE SYMMETRI (EUROPE) LIMITED,CHALLONER HOUSE 19 CLERKENWELL CLOSE,LONDON,UK,EC1R 0RR
587,SIM GLOBAL MARKETS LIMITED,FINSGATE 5-7 CRANWOOD STREET,LONDON,UK,EC1V 9EE
588,SIMBOLIC LTD,4 DOMECQ HOUSE 12 DALLINGTON STREET,LONDON,UK,EC1V 0BJ
589,SIMON MARSDEN LIMITED,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
590,SIMPLE DIGITAL LTD,152 CITY ROAD ,LONDON,UK,EC1V 2NX
591,SKWILE LTD.,1 CHARTERHOUSE MEWS ,LONDON,UK,EC1M 6BB
592,SKYGATE DIGITAL LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
593,SLEEK NETWORKS LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
594,SMART STORAGE TECHNOLOGIES LIMITED,UG06 14 GREVILLE STREET ,LONDON,UK,EC1N 8SB
595,SMARTERKEY LIMITED,146B ST. JOHN STREET ,LONDON,UK,EC1V 4UA
596,SMARTLOGIC SCHEMASERVER LIMITED,200 ALDERSGATE STREET ,LONDON,UK,EC1A 4HD
597,SMARTSESSION LTD,FINSGATE 5-7 CRANWOOD STREET,LONDON,UK,EC1V 9EE
598,SNET GLOBAL LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
599,SNS TECHNOLOGIES LIMITED,KLACO HOUSE 28-30 ST JOHNS SQUARE,LONDON,UK,EC1M 4DN
600,SOFTWARE SOLUTIONS (UK) LIMITED,SAFFRON HOUSE 6-10 KIRBY STREET,LONDON,UK,EC1N 8TS
601,SOKAM ONLINE LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
602,SOL MARKET LTD,UNIT 34 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
603,SOLID STATE INFLIGHT LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
604,SOLISTECH SOLUTIONS LTD,152-160 CITY ROAD ,LONDON,UK,EC1V 2NX
605,SPARKLE &  FLOW LIMITED,144A CLERKENWELL ROAD ,LONDON,UK,EC1R 5DF
606,SPECIALISTSUK LIMITED,21 HOLBORN VIADUCT ,LONDON,UK,EC1A 2DY
607,SPEECHBUBBLE CONSULTANCY LIMITED,130 OLD STREET ,LONDON,UK,EC1V 9BD
608,SPIRISICAL LIMITED,FLAT 28 BREWERS BUILDINGS RAWSTORNE STREET,LONDON,UK,EC1V 7NB
609,SPOTAHOME LTD,2ND FLOOR WHITE BEAR YARD 144A CLERKENWELL ROAD,LONDON,UK,EC1R 5DF
610,SPRING DIGITAL LIMITED,BIG STUDIOS 1 EAST POULTRY AVENUE,LONDON,UK,EC1A 9PT
611,SPRINKLR UK LTD,GATE HOUSE 1 ST. JOHN'S SQUARE,LONDON,UK,EC1M 4DH
612,SQUARE EYE LIMITED,5 ST. JOHN'S LANE ,LONDON,UK,EC1M 4BH
613,STACK EXCHANGE LTD,BENTIMA HOUSE 168-172 OLD STREET,LONDON,UK,EC1V 9BP
614,STANDARD GLOBAL SOLUTIONS LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
615,STANFORD ELECTRICAL CONTRACTING LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
616,STAR DOT HELP COMPUTER CONSULTING LIMITED,THIRD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
617,STARKWAY LTD.,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
618,STARTIDE LIMITED,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
619,STEHLE CONSULTING LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
620,STREAM UK MEDIA SERVICES LIMITED,UNIT 27-28 ANGEL GATE ,LONDON,UK,EC1V 2PT
621,STREAMESS LIMITED,160 CITY ROAD KEMP HOUSE,LONDON,UK,EC1V 2NX
622,STREAMTRAIN LIMITED,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
623,STUDIOF CREATIVE LTD,1 CHARTERHOUSE MEWS ,LONDON,UK,EC1M 6BB
624,SUCCESSFUL INTERNET LIMITED,SUITE 36 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
625,SUN SYSTEMS IT SERVICES LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
626,SUNNER CONSULTANCY LTD,82 ST. JOHN STREET ,LONDON,UK,EC1M 4JN
627,SUPREME SUCCESS STRATEGIES LTD,CAPITAL OFFICE KEMP HOUSE 152-160 CITY ROAD OLD STREET,LONDON,UK,EC1V 2NX
628,SURREY SYSTEMS PARTNERSHIP LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
629,SVVISH LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
630,SWIFTEE TECHNOLOGY LIMITED,130 OLD STREET ,LONDON,UK,EC1V 9BD
631,SYNAPSES IT LIMITED,INTERNATIONAL HOUSE HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
632,SYZYGY UK LIMITED,THE JOHNSON BUILDING 77 HATTON GARDEN,LONDON,UK,EC1N 8JS
633,TAKEMEOUT LTD,FLAT 1 100 LEATHER LANE,LONDON,UK,EC1N 7TX
634,TAMETON SOLUTIONS LIMITED,28 ELY PLACE 3RD FLOOR,LONDON,UK,EC1N 6TD
635,TAYSTME LTD,KEMP HOUSE 152 CITY ROAD,LONDON|GREATER LONDON,UK,EC1V 2NX
636,TEAM IT CONSULTING LIMITED,C/O GOLDER BAQA GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
637,TEAMSPACE LTD.,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
638,TECH TRAINERS LTD,OFFICE 36 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PG
639,TECHPROWORLD LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
640,TELEFOTONIKA LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
641,TESSA CAPITAL LIMITED,26-28 BARTHOLOMEW SQUARE SUITE 1,LONDON,UK,EC1V 3QH
642,TESTING SOLUTIONS LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
643,TESTING TRAINING SOLUTIONS LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
644,THAMESTEC LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
645,THE BULL STUDIO LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
646,THE DATACENTRE ADVISORY GROUP LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
647,THE LIGHT IT SUPPORT LTD,31A CLERKENWELL CLOSE ,LONDON,UK,EC1R 0AT
648,THE NEW BLACK CREATIVE STUDIO LIMITED,FLAT 2 1 TYSOE STREET,LONDON,UK,EC1R 4SA
649,THE PROSPEROUS SHOP LTD,FINSGATE CRANWOOD STREET,LONDON,UK,EC1V 9EE
650,THEHEALTHFINDER HOLDINGS LIMITED,50 FARRINGDON ROAD GROUND FLOOR,LONDON,UK,EC1M 3HE
651,THEM DIGITAL ASSISTANCE LTD,4TH FLOOR 1-5 CLERKENWELL ROAD,LONDON,UK,EC1M 5PA
652,THINGTHING LTD,3RD FLOOR 12 EAST PASSAGE,LONDON,UK,EC1A 7LP
653,THINK DIGITALLY SOFTWARE LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
654,THINKING CIRCLE LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON|CITY OF LONDON,UK,EC1A 2BN
655,THOMPSON FLETCHER ASSOCIATES LIMITED,2ND FLOOR 145-157 ST JOHN STREET,LONDON,UK,EC1V 4PY
656,THRIVE FINANCIAL LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
657,TIBTEC LTD,GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
658,TIKIT LIMITED,81 NEWGATE STREET ,LONDON,UK,EC1A 7AJ
659,TIMED LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
660,TIMTOMINC LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
661,TLDOMAINS LTD,"OFFICE 34, NEW HOUSE 67-68 HATTON GARDEN",LONDON,UK,EC1N 8JY
662,TOBORSOFT LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
663,TOTAL MEDIA MARKETING LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
664,TRACEMEDIA PROJECTS LIMITED,"10 GASTIGNY HOUSE PLEYDELL ESTATE, LEVER STREET",LONDON,UK,EC1V 3SU
665,TRADEWARE GLOBAL UK LIMITED,1 ST MARTINS LE GRAND ,LONDON,UK,EC1A 4AS
666,TRADEXPERT LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
667,TRAINLINE INTERNATIONAL LIMITED,120 HOLBORN ,LONDON,UK,EC1N 2TD
668,TRAINLINE.COM LIMITED,120 HOLBORN ,LONDON,UK,EC1N 2TD
669,TRANSCOMM UK LIMITED,81 NEWGATE STREET,LONDON,UK,EC1A 7AJ
670,TRAVIOOR LTD,1 BAKER'S YARD ,LONDON,UK,EC1R 3DD
671,TREAT A FRIEND LIMITED,130 OLD STREET ,LONDON,UK,EC1V 9BD
672,TRIANA VENTURES LIMITED,14 GREVILLE STREET UNIT UG06,LONDON,UK,EC1N 8SB
673,TRIANGULATE IT LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
674,TRIGENIS LIMITED,40 BOWLING GREEN LANE,LONDON,UK,EC1R 0NE
675,TRONCAT LIMITED,TOBIN ASSOCIATES LTD 4TH FLOOR 63-66 HATTON GARDEN,LONDON,UK,EC1N 8LE
676,TSM INTERNATIONAL LTD,145-157 2ND FLOOR ST JOHN STREET,LONDON|UNITED KINGDOM,UK,EC1V 4PY
677,TURQUOISE SOLUTIONS LIMITED,C/O GOLDER BAQA GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
678,U-2-ME LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
679,U.K. BUSINESS FUNDING CENTRE LIMITED,1ST FLOOR THAVIES INN HOUSE 3-4 HOLBORN CIRCUS,LONDON,UK,EC1N 2HA
680,UK PROPERTIES ONLINE LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PY
681,UNBIASED LIMITED,12-14 BERRY STREET ,LONDON,UK,EC1V 0AU
682,UNGM LIMITED,152-160 CITY ROAD ,LONDON,UK,EC1V 2NX
683,UNICORN COMPUTER GRAPHICS LIMITED,82 ST JOHN STREET ,LONDON,UK,EC1M 4JN
684,UNIGLO FINANCIAL LIMITED,"OFFICE 36, 88-90 HATTON GARDEN ",LONDON,UK,EC1N 8PN
685,UNIRISX LIMITED,10 CHISWELL STREET 2ND FLOOR,LONDON,UK,EC1Y 4UQ
686,UNITED PIXELS LTD,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
687,UNIVERSAL BASKET LIMITED,27-31 CLERKENWELL CLOSE UNIT 4.06,LONDON,UK,EC1R 0AT
688,UNIVERSAL RESEARCH &  CONSULTING LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
689,UNPICK LTD,372 OLD STREET LONDON SUITE 32,LONDON,UK,EC1V 9LT
690,UNYFY CONSULTING LIMITED,C/O GOLDER BAQA GROUND FLOOR 1 BAKER'S ROW,LONDON,UK,EC1R 3DB
691,URPASS.CO LIMITED,4TH FLOOR ST. CROSS STREET,LONDON,UK,EC1N 8UN
692,UVIP LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
693,UWP LIMITED,3RD FLOOR 112 CLERKENWELL ROAD,LONDON,UK,EC1M 5SA
694,V4TECH LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON|CITY OF LONDON,UK,EC1A 2BN
695,VAMA SOLUTIONS LIMITED,KEMP HOUSE SUITE 454 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
696,VCE SOLUTIONS LIMITED,BENTIMA HOUSE 4TH FLOOR 168-172 OLD STREET,LONDON,UK,EC1V 9BP
697,VE INTERACTIVE LIMITED,15-19 BAKER'S ROW ,LONDON,UK,EC1R 3DG
698,VENDAVO UK LIMITED,3RD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
699,VENEZZ LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
700,VERDANT SKY LIMITED,UNIT C23 9 HERBAL HILL HERBAL HILL GARDENS,LONDON,UK,EC1R 5XB
701,VERO SOLUTIONS LIMITED,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
702,VIRCLOUD LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
703,VIRTUALFILES LIMITED,KEMP HOUSE 152/160 CITY ROAD,LONDON,UK,EC1V 2DW
704,VISITED.ME LIMITED,THIRD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
705,VIVACITY LABS LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON|CITY OF LONDON,UK,EC1A 2BN
706,VIVE FINANCIAL SERVICES LIMITED,15 BUNHILL ROW ,LONDON,UK,EC1Y 8LP
707,VIZAVIZ INTERNATIONAL LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
708,VNETIC LTD,"INTERNATIONAL HOUSE, 24 HOLBORN VIADUCT",LONDON,UK,EC1A 2BN
709,VORBOSS LIMITED,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
710,VZINTERNET LIMITED,82 ST JOHN STREET ,LONDON,UK,EC1M 4JN
711,WARD MARKETING SOLUTIONS LIMITED,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
712,WARWICK COMPUTER REPAIRS LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
713,WAY2G LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
714,WE ARE EXPERIENCE LIMITED,3RD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
715,WE ARE FRIDAY LIMITED,HARELLA HOUSE 3RD FLOOR 90-98 GOSWELL ROAD,LONDON,UK,EC1V 7DF
716,WE ARE LONDON LIMITED,3RD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
717,WE MAKE WEBSITES LTD,SWEEPS BUILDING C/O 6-7 ST. CROSS STREET,LONDON,UK,EC1N 8UA
718,WEB ARCHITECTURE AND TECHNOLOGIES LTD,IMPACT HUB ISLINGTON 5 TORRENS STREET 4TH FLOOR,LONDON,UK,EC1V 1NQ
719,WEB KINGDOM LIMITED,160 CITY ROAD ,LONDON,UK,EC1V 2NX
720,WEBCODE LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
721,WHAT'S THE SCORE LIMITED,20 BUNHILL ROW ,LONDON,UK,EC1Y 8UE
722,WHITE WATER METALS LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
723,WHYM.GLOBAL LTD.,THIRD FLOOR 12 EAST PASSAGE,LONDON,UK,EC1A 7LP
724,WIIPIX LIMITED,1-5 CLERKENWELL ROAD ,LONDON,UK,EC1M 5PA
725,WILSON ROBOTICS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
726,WINPHD LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
727,WITH ASSOCIATES DIGITAL LIMITED,"SUITE 47, 372 OLD STREET ",LONDON,UK,EC1V 9LT
728,WORDOWN LIMITED,130 OLD STREET ,LONDON,UK,EC1V 9BD
729,WORTH DYNAMICS LTD,UNIT/OFFICE 36 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
730,X19 LIMITED,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
731,XS NETWORKS LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
732,Y1 SYSTEMS LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
733,YARD NINE LIMITED,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
734,YESQL SOLUTIONS LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
735,YOYO DATA LIMITED,THIRD FLOOR 12 EAST PASSAGE,LONDON,UK,EC1A 7LP
736,YULAIP TECHNOLOGIES LTD,APARTMENT 34 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
737,ZENZIUM LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
738,ZEROONEONEZERO LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
739,ZINTERNETGROUP LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
740,ZOARING LIMITED,OFFICE 34 NEW HOUSE 67-68 HATTON GARDEN,CITY OF LONDON,UK,EC1N 8JY
741,ZULIOS LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
742,360 CLOUD NETWORKS LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
743,360 DIGI MARKETING LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
